-0.559603,-1.1838,0.90313
-0.83484,-0.0951985,-0.875206
0.908846,1.16298,-0.257713
-0.811467,0.969599,0.564581
0.862009,-1.04507,-0.580272
0.249879,-0.706938,0.52131
-0.407567,-0.871264,0.278335
-0.53114,-0.947677,-1.02632
0.154756,-0.596284,-0.0690829
-0.809185,-0.583427,0.634861
-0.158039,1.10385,0.791299
0.0279932,-0.895678,0.353774
-0.285048,0.103032,-0.21564
0.821818,-0.0703304,0.533112
-0.353872,0.895932,-0.0180561
0.268915,-0.0648332,-0.71169
0.172918,-1.02191,-1.52661
-0.367426,-1.15003,-1.57913
-0.706952,-1.40732,-1.94557
0.384825,-1.80894,-1.34495
0.935814,-1.92202,-1.39695
1.84942,-1.12416,-1.04978
2.74986,-1.04088,-1.63629
2.00201,-2.26573,-1.82949
1.12565,-1.68941,-0.111977
2.00915,-0.880634,-1.21071
0.71018,-0.72245,1.06602
0.851633,-0.350673,1.32955
-0.156247,-0.408096,0.432134
-0.690288,-1.29576,0.897685
-1.24918,-0.483684,1.17147
0.920215,-1.30644,0.793119
-0.418834,-1.48865,-0.560612
-0.785355,-0.843799,1.48303
-0.502396,-1.68751,0.612616
0.0366012,-2.36063,1.2057
-1.30107,-2.66868,-0.414177
-0.409116,-1.55484,-0.0306155
-0.983953,-0.375568,0.527666
-1.00272,-1.09407,0.562104
0.0908294,-0.850181,0.492432
-0.655638,-1.65019,1.58849
-0.612787,0.195105,1.27786
-1.18895,0.237179,0.572127
-0.67234,0.522442,0.859808
-0.205704,0.58779,0.162461
-0.114637,0.940339,-0.421151
-0.653967,1.8644,0.27151
0.581961,-0.249501,-1.49206
-0.518268,0.505101,-0.593162
-0.914214,0.372448,-1.76844
-0.691704,0.811106,-0.114181
-1.48949,0.826528,0.246705
-1.26744,1.23398,-1.36038
-0.376181,1.28024,-1.3838
-1.13364,0.905407,0.305351
-1.32416,-0.0894919,-1.1222
-1.14278,-0.0983648,0.48708
-0.383819,0.684927,-0.100845
0.805374,-0.425721,-0.987061
-1.08083,1.27225,-0.154087
-0.983691,-0.211967,-0.663824
-0.784729,-1.34203,-1.70073
0.0970069,-0.666261,-0.67714
0.919637,-1.65336,-1.05441
0.692746,-1.30401,0.510948
-0.483372,-0.895834,-1.70095
-0.434235,0.0888677,-0.549447
-0.190233,0.663951,-0.850135
0.707572,0.323827,-1.67829
0.299656,1.0227,-2.87039
1.06724,-0.814977,-1.85986
1.75248,0.828227,-1.28013
1.40459,1.10733,-2.33843
1.79788,1.75218,-2.55989
0.289194,-0.04244,-2.5246
0.994432,-1.00047,-1.91758
0.733783,-1.92561,-2.75722
1.8259,-1.80931,-1.771
1.57915,-1.30513,-3.08751
0.925177,-1.38678,-1.81802
1.46002,-2.46975,-2.18494
0.457874,-0.291074,-2.93734
-0.232653,-0.612826,-3.81259
1.29943,0.633454,-4.10107
0.817372,0.629637,-3.55121
0.0783326,0.561737,-3.3212
0.262679,1.5695,-3.34599
0.560015,0.953209,-2.26831
0.0383707,1.53569,-1.07159
1.18255,1.58831,-1.96987
0.142658,0.589193,-0.209995
-0.65156,1.7233,-0.767626
0.845625,0.930574,-0.829317
-1.0441,1.74663,0.63336
0.351708,0.903004,-1.24928
-0.757936,-0.269414,-0.273207
1.19646,1.07253,0.634041
-0.664792,-0.0971304,-0.35911
0.531951,-0.860759,-0.00218076
-0.675792,0.33638,-0.363683
-0.336826,1.44416,0.641178
0.0402273,0.154624,0.430312
0.772022,-1.03486,1.2068
-0.561871,-0.607954,0.535539
0.945725,1.22985,1.02186
1.11438,-0.987344,1.50406
-0.956159,0.40444,1.28166
-0.755195,0.749627,0.230223
0.459674,0.40923,-0.245842
-0.208323,1.15055,0.870027
0.951853,1.49297,-0.526915
-0.580961,-0.368358,0.0581558
-0.649927,0.220618,-0.259048
-0.916182,-0.139554,-0.466992
0.546885,-0.802178,0.50481
0.762837,-0.362686,1.61279
0.827989,-0.503678,0.480757
-0.221878,-1.44353,-0.643662
-0.437494,-1.64691,-0.935501
-0.788018,-1.65559,-0.0627614
-1.28287,-0.916235,0.241238
-1.5578,-1.4529,1.07864
-0.969661,-0.0748789,1.0972
0.0385041,-0.117889,1.02377
0.329634,0.919482,1.65893
-0.883951,0.73349,0.912819
-0.572636,0.441339,1.52281
-0.778771,0.717495,0.0134737
-1.43141,0.732576,0.20698
-2.6162,1.87192,1.18558
-1.62322,1.59742,0.296515
-2.82007,2.10575,0.314729
-2.6865,1.32845,-0.736002
-0.707424,2.72928,-0.257695
-0.359659,3.3088,-0.0718121
-1.04169,3.34755,0.430167
-0.274077,1.67931,0.68726
-0.741397,1.00212,-0.0698998
-1.78841,-0.0863321,-0.691449
-0.722664,2.11025,-0.37427
0.216895,0.665192,0.611022
-0.402285,0.00207871,0.637919
-0.618126,0.297588,0.23886
-1.44612,-0.336552,1.2668
0.33193,0.873354,1.04306
-0.358842,-0.87064,0.069453
-1.38312,0.238821,-1.09663
-0.787358,-0.481654,-0.520498
-0.260801,0.202292,-1.65116
-1.72068,-1.0019,-1.70365
-1.22242,-0.492977,-1.51385
-0.492711,-0.293706,-0.277652
-0.798106,-1.43846,0.482327
-1.02702,-0.64624,0.146572
-1.24648,-0.0389717,0.22594
-1.36953,-0.846773,-1.34436
-1.02951,0.241659,-1.22769
-1.53971,-0.501199,-0.0686397
-1.48519,0.284966,-1.19603
-0.54352,-0.232714,-0.952873
-0.826627,0.465112,-1.02452
0.547285,-1.23697,-1.46247
-0.238874,-0.235725,-1.14841
-1.07239,0.535457,-0.0192597
-0.566964,0.291356,1.07545
0.489258,0.939317,1.58035
0.919566,-0.0614587,0.580719
1.25529,-0.366039,1.67865
1.12555,-0.105949,0.0115704
0.590377,0.803758,0.987817
-0.0759609,-0.390379,0.23726
0.606221,0.446629,-0.417485
-0.461772,0.177466,0.692499
-0.251417,-0.827394,0.244451
1.07088,-0.63505,-0.955953
-0.0311387,0.693843,-0.0777977
0.589086,0.0942625,0.288638
-0.434768,-0.232116,-0.11216
-0.760114,0.686698,-1.24443
-0.0642346,0.192959,0.419642
-1.13803,-0.0616986,-0.498645
0.212429,-0.124024,-0.273838
0.916188,-0.66235,-1.39243
-0.880395,-0.191239,-1.10673
0.47357,-1.04047,0.403301
-0.644543,-1.49243,-0.0659968
0.142919,-2.42226,-0.747074
-0.925299,-2.53065,0.377254
-1.3756,-3.06691,0.0126433
-0.841057,-1.98282,-0.66078
-1.47856,-2.42051,-1.75841
-1.05403,-2.61284,-1.62245
-0.350015,-2.90806,-0.153273
0.0212375,-0.806596,-1.38723
-0.1248,0.194861,-0.486344
0.320724,-0.419106,-1.1195
0.924647,-0.288906,-1.32461
1.32277,-0.350333,-1.14927
1.14747,-1.11874,-0.0491121
1.2668,-1.77827,-0.796285
1.14189,-1.33475,-0.791349
2.06069,-1.063,-0.458295
1.36727,-2.38185,0.0600182
1.05166,-1.85558,-1.71971
0.844261,-2.13916,0.264939
0.662561,-2.53315,-0.475881
0.864015,-2.8768,0.530228
0.25317,-2.45482,0.390712
0.136202,-2.59104,1.52145
-0.530922,-1.46734,-0.727344
-0.217556,-1.73107,0.215985
0.950799,-0.851858,-0.637169
0.630629,-0.104299,0.189673
0.938278,0.375782,0.0882284
0.456791,0.395012,-0.51571
0.420491,0.856893,-0.643124
-0.098351,-0.711972,-0.143158
-1.03162,0.0536339,-1.32417
-1.17357,-0.523049,-1.16906
