3.75074,0
5.04157,0.912756
5.13985,0.613772
5.19837,0.46311
5.19983,0.370491
4.9783,0.369078
4.9185,0.321161
5.14898,0.354193
5.15205,0.314851
5.07476,0.292698
5.0928,0.266644
5.01879,0.254486
4.98022,0.237815
5.01732,0.223703
4.94483,0.220221
4.97144,0.208058
4.94224,0.197858
4.99705,0.194307
4.98566,0.184414
5.00835,0.176584
4.99585,0.168617
4.99606,0.160953
5.02269,0.156143
5.00513,0.150621
5.00545,0.144597
5.01676,0.139477
5.0415,0.136488
5.02686,0.132396
5.03419,0.128034
5.02288,0.124264
5.00589,0.121412
4.99364,0.118235
4.97251,0.116523
4.9903,0.114445
4.98144,0.111517
4.97146,0.108865
4.96655,0.106034
4.98481,0.104804
4.95557,0.106117
4.98217,0.106747
5.00415,0.106382
5.00813,0.103923
5.04692,0.108503
5.02668,0.107908
5.05067,0.108144
5.03289,0.107245
5.04269,0.10541
5.0526,0.103679
5.07426,0.1038
5.06472,0.102162
5.05676,0.100468
5.04534,0.099183
5.05495,0.0977763
5.07567,0.0981371
5.08399,0.0967044
5.06393,0.0970361
5.0432,0.0975222
5.03554,0.0961413
5.02345,0.0952691
5.02127,0.0937061
5.01355,0.092487
5.00679,0.0912422
5.01958,0.0906857
5.01036,0.0897364
5.01624,0.0885481
5.01716,0.0872113
5.00793,0.0863965
5.01891,0.08582
5.04198,0.0876223
5.02133,0.0887687
5.01814,0.0875757
5.01848,0.08636
5.01191,0.0854265
5.00394,0.084643
5.00893,0.0836611
5.01203,0.0826179
5.00381,0.0819529
4.99823,0.0810924
4.99244,0.080272
4.99432,0.0792906
4.97914,0.0797516
4.98533,0.0790188
5.0269,0.0883267
5.01784,0.0877385
5.03192,0.0878279
5.031,0.0868114
5.03706,0.0860248
5.05036,0.0860698
5.04501,0.085269
5.0381,0.0846013
5.02736,0.0843503
5.04308,0.0848844
5.04296,0.0839718
5.03056,0.0839893
5.03119,0.0831075
5.02799,0.0823033
5.03791,0.0820502
5.04244,0.0813382
5.05083,0.0809478
5.04437,0.0803954
5.04358,0.0796033
5.05202,0.0792698
5.0532,0.0785089
5.05086,0.0777888
5.05164,0.0770519
5.05495,0.0763961
5.07247,0.0776643
5.06131,0.0777435
5.0485,0.0780774
5.05592,0.0777194
5.04687,0.0775448
5.05183,0.0770111
5.04491,0.0766396
5.04476,0.0759675
5.03856,0.0755599
5.03542,0.0749737
5.02876,0.0746282
5.04332,0.0754027
5.04115,0.0748001
5.03954,0.0741941
5.03845,0.0735889
5.04217,0.0730795
5.03699,0.0726685
5.03485,0.0721139
5.02685,0.0719793
5.02387,0.0714697
5.02952,0.0711294
5.029,0.0705756
5.02947,0.0700301
5.02036,0.0700815
5.02113,0.0695506
5.02401,0.0690833
5.0256,0.0685822
5.02259,0.0681363
5.02346,0.0676372
5.02669,0.0672171
5.02125,0.0669458
5.01925,0.0664907
5.01216,0.0663889
5.00492,0.0663084
5.00964,0.0660056
5.00621,0.0656294
5.01532,0.0657988
5.01031,0.065532
5.00489,0.065304
4.99921,0.0651034
4.99287,0.0649685
4.98947,0.064618
4.98782,0.0642055
4.98162,0.0640763
4.98107,0.0636543
4.97916,0.0632643
4.98001,0.0628566
4.98025,0.0624489
4.97742,0.0621097
4.9757,0.0617354
4.97198,0.0614546
4.9788,0.0614435
4.97295,0.0613348
4.97107,0.0609803
4.97421,0.0606824
4.96948,0.0604918
4.96517,0.0602742
4.96438,0.0599118
4.96049,0.0596751
4.9654,0.0595177
4.96129,0.0593034
4.97064,0.0596838
4.97593,0.0595643
4.97715,0.0592264
4.97599,0.0588914
4.97894,0.0586229
4.97706,0.0583142
4.97353,0.0580858
4.96716,0.0581015
4.96299,0.0579212
4.97318,0.0584834
4.97204,0.058166
4.97432,0.0578856
4.98453,0.0584591
4.98259,0.0581685
4.98785,0.0580863
4.99188,0.057909
4.9901,0.0576216
4.98786,0.0573536
4.98572,0.0570855
4.98787,0.0568207
4.98923,0.0565349
4.98463,0.0564229
4.98388,0.0561309
4.98368,0.0558374
4.98336,0.0555475
4.97951,0.0553931
4.98363,0.0552605
4.98137,0.0550232
4.98512,0.0548704
4.97886,0.0549486
4.9748,0.0548203
4.97489,0.0545448
4.9755,0.0542756
